bgsl_id	term	exact_synonyms	abbreviations	broad_synonyms	narrow_synonyms	related_synonyms	classification	gtc_id	gsd_id	glycomotif_id	sources	eog_sentence
GSD:98506914-d5b3-4a67-b3d3-e411b64b1891	2-6 sialylparagloboside						2A	G83513YI			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:3ce28714-a523-447e-adf4-a064570364d1	3'-KDNLN						2A				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:e335814b-5d3a-4a42-8ba4-8a83b208723e	3'-sialyl-N-acetyllactosamine		3'SLN			3'SiaLacNAc(1-4); 3'SiaLacNAc(1-3)	2A	G10203DW; G00065MO; G59168YE			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:9a4fac8f-b6c2-43c2-8de0-13c25eb616f0	3'-sialyl-N-acetyllactosamine(1-3)						2A	G59168YE			PUBDICT_GLYCAN_MOTIF	
GSD:cf6df3a3-b689-4d88-992a-52b2e2fb98ba	3'SLN						2A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:ad477b49-fa65-45e5-a775-e79ef08e82c7	3S-Gal-4(Fuc)-GlcNAc						2A				BIOOLIGO	
GSD:1f3ca278-ac37-468c-9498-5916f9536eb8	6'-sialyl-N-acetyllactosamine		6'SLN			6'SiaLacNAc(1-4)	2A	G09376MR			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:0e21f522-17aa-403f-bc62-8799f0b4b0c9	6-Sialyl-GalNAc or 6-Sialyl LN (type 1 or 2)						2A	G73708UL			PUBDICT_GLYCAN_MOTIF	
GSD:0341ec9b-8fa7-4d7a-8530-54416a16af62	6P-Man3						2A				BIOOLIGO	
GSD:1f40eca7-483b-45dd-9f20-74e461b4841d	a-3Galactosyl-3Fucosyllactose						2A				BIOOLIGO	
GSD:38f42809-8acc-459c-9a7e-09b571e40763	a-4Galactosyl-3Fucosyllactose						2A				BIOOLIGO	
GSD:4b6d94b3-6245-4fd6-9860-767c58db5822	A-tetra Lactose						2A				BIOOLIGO	
GSD:11f069a8-f66a-444d-976b-34cc3f770fe4	A-tetra type 2						2A				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:852dd841-58ba-46c8-870a-02ae424b423b	alpha()2-6)sialyl lactotetraosylceramide						2A				PUBDICT_GLYCONAVI_ABBREV	
GSD:d5734174-4170-495c-8c1b-5e2fa84744c7	B-tetra Lactose						2A				BIOOLIGO	
GSD:d2e257ae-5aa4-4e90-9119-b65bb0ae3df5	B-tetra type 2						2A				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:f9dcda2c-3164-439c-aeed-48539b6f9fb4	Bata Galactose						2A	G65889KE			PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:3a58e154-202e-4db6-97c3-d82017c96999	beta galactose	Bata Galactose					2A	G65889KE			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE	
GSD:9eea6970-5fd2-4028-ad0e-69e53ce5b977	Chitohexaose						2A				BIOOLIGO	
GSD:8819f540-2b81-4ecf-a7d1-954288ea66b0	Chitohexose						2A				BIOOLIGO	
GSD:25e88358-b3a4-45d3-87bd-9b2db024b964	Chitopentaose						2A				BIOOLIGO	
GSD:a24044c2-5561-4611-b040-908196b86ec5	Chitopentose						2A				BIOOLIGO	
GSD:721f9a33-e7d5-4030-8aa6-843fe555a2cf	Chitotetraose						2A				BIOOLIGO	
GSD:fd773dee-7300-4ce2-8eef-c7565adc735a	Chitotriose						2A				BIOOLIGO	
GSD:0c098724-4ce1-43ad-af27-11ed5885aa5d	Chondroitin tetrasaccharide						2A				BIOOLIGO	
GSD:7acb83cf-3b57-42a5-b515-923983c2f9f6	deoxy Chitotetraose						2A				BIOOLIGO	
GSD:cbf548b9-c573-4b53-a512-365640822c2c	deoxy Chitotriose						2A				BIOOLIGO	
GSD:84e1a985-e75d-4914-8834-4e5ec6c1307e	Difucosyllactose						2A				BIOOLIGO	
GSD:2e136781-dbab-43f5-8d55-f9050c469095	Disialosylpentaose						2A				BIOOLIGO	
GSD:b50e54e4-22ba-49a2-ac78-b4f964ee787e	Fuc a(1-3) Lac-di-Nac						2A				BIOOLIGO	
GSD:9fe1b10e-a804-47d6-b0ba-e1eaf289481f	Fuc(a1-3)GalNAc(b1)						2A	G57709BH			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:385aa671-5315-47ac-a1e3-121d7bb80e7c	Fuc-(GlcNAc-Man-(Gal-GlcNAc-Man)-Man-GlcNAc)-GlcNAc						2A				BIOOLIGO	
GSD:db16e317-e2e9-45ad-b336-82f25a59de23	Fuc-Gal-Xyl						2A				BIOOLIGO	
GSD:04968aef-3b4e-5f07-8352-79ac445ab345	Fucα1-2Gal						2A				EOG_VARKI_4E	
GSD:b1d25623-17c2-4020-b038-fa24a69eda9f	Gal b1-4 GalNAc b1-4 Gal b1-4 Glc						2A				BIOOLIGO	
GSD:995a1dec-e470-4583-bda2-17dd8778c981	Gal b1-4 GalNAc b1-4 Gal b1-4 Glc b						2A				BIOOLIGO	
GSD:3099482e-e7ab-4fa5-9c0e-8094db143cdb	Gal(b1-3)GalNAc						2A	G78436BB; G58645HA			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:e3b3cee3-b8fa-4c42-8016-393b8e15cf7c	Gal(b1-4)[Fuc(a1-3)]Glc(b1)						2A	G57548NB; G41323BT			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:cf3288aa-7957-4cb4-8a48-046c90f82bf7	Gal-GalNAc-(Neu5Ac)-Gal-Glc						2A				BIOOLIGO	
GSD:4eae2528-1e09-411e-b5b8-8ef917653095	Gal-GlcNAc-(Gal-GlcNAc)-Gal						2A				BIOOLIGO	
GSD:3023b2bd-9c24-456f-ac60-a4c12e1d30b6	Gal-GlcNAc-Man-(Gal-GlcNAc-Man)-Man-GlcNAc						2A				BIOOLIGO	
GSD:cfbe4447-afe7-4d5e-a278-1ac312995536	Galalpha1-3Gal						2A	G00046MO			PUBDICT_MOTIF_GTC	
GSD:817ad1a7-7d2c-4d3a-a661-b43a5204bc38	GalNAc(b1-3)Gal(b1-4)GlcNAc						2A	G61149BD			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:a5ab2950-a3cb-40c7-98f7-6721ff2514a4	GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1)						2A	G45058HZ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:61f940e2-721b-4fe4-b717-4bff8efe6b1e	GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1)						2A	G29406SZ; G23581GL			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:b7d586de-297e-432a-a94a-72078fa5604f	GalNAc(b1-4)Gal						2A	G60859DF			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:d1ba6dce-d1db-4230-8db8-119a82287b08	GalNAc-(Fuc)-Gal-Glc						2A				BIOOLIGO	
GSD:4dfd069b-a6b4-53af-96b3-b6464421b392	GalNAcα1-3Gal						2A				EOG_VARKI_4E	
GSD:f38bd421-3733-5f59-a1e6-c07ff71a9298	GalNAcα1-4GalNAcα1-3-diNAcBac						2A				EOG_VARKI_4E	
GSD:dc576e33-db61-5a15-beff-20d06f37e944	GalNAcα1-4GalNAcα1-4						2A				EOG_VARKI_4E	
GSD:e20326f3-93ec-5b08-83c8-4b0fbc04ef9c	Galα1-3GalNAc						2A				EOG_VARKI_4E	
GSD:395a4112-0689-5bb3-92fc-a60b2e0cb3a3	Galα1-3Galα						2A				EOG_VARKI_4E	
GSD:b9bc662d-a00d-52c9-8b01-e6483eb298f2	Galα1-3Galβ1-4GlcNAc						2A				EOG_VARKI_4E	
GSD:69fbdafc-9293-50a2-8401-c788fa54b2fd	Galα1-3Glcα	Galα1-3Glcα1- disaccharide					2A				EOG_VARKI_4E	
GSD:e1fbb8c1-c50d-59a7-97f0-870d83b0601c	Galβ1-3GalNAcβ1-4Gal						2A				EOG_VARKI_4E	
GSD:5363637f-5a19-5108-ae9d-02b3e1d7003e	Galβ1-3GlcNAcβ1-3Galβ1-4GlcNAc						2A				EOG_VARKI_4E	
GSD:297e2bb5-a492-5cd7-bda2-0b6e10d91868	GlcA-GlcNAc repeating unit	GlcA-GlcNAc RUs					2A				EOG_VARKI_4E	
GSD:a5eb4dff-4b85-50db-bbd6-af4b55393241	GlcAβ1-3GalNAc repeating unit						2A				EOG_VARKI_4E	
GSD:a2d09e61-b751-50c2-be00-9be4c20148f3	GlcAβ1-3Galβ						2A				EOG_VARKI_4E	
GSD:76843f54-6102-406a-99ea-283cdac31a50	GlcNAc b(1-3') LacNAc						2A				BIOOLIGO	
GSD:ba5cc989-0f95-4b86-acc6-57eac381e308	GlcNAc b(1-4,6) GalNAc						2A				BIOOLIGO	
GSD:c5829655-97c8-4fbb-a2e7-baf38a5d5b66	GlcNAc(b1-3)Gal						2A	G02880JU			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:ce8b5104-60e0-4c87-8d54-b8ddb941f4db	GlcNAc-(Fuc)-GlcNAc						2A				BIOOLIGO	
GSD:eef316f7-dd64-44ba-8029-257821947c8a	GlcNAc-Gal-Glc						2A				BIOOLIGO	
GSD:f198ae37-5851-4818-bb41-672f8d81affd	GlcNAc-Man-(GlcNAc-Man)-Man						2A				BIOOLIGO	
GSD:6c9a6faf-fad0-566d-ad32-8d6d1bd04f1f	GlcNAc-P-Man phosphodiester						2A				EOG_VARKI_4E	
GSD:909439ef-1f1a-5c74-9e36-56cca3f8b024	GlcNAcβ1-2Manα1-3						2A				EOG_VARKI_4E	
GSD:333cf741-734c-5f79-929e-7aba2473fd6d	GlcNAcβ1-2Manα1-6						2A				EOG_VARKI_4E	
GSD:05a85523-3746-5e27-b26c-b6be92baa9ce	GlcNAcβ1-4Gal						2A				EOG_VARKI_4E	
GSD:5534ac2a-997a-55ae-a2ac-0ecef58af642	GlcNAcβ1-4Glc-Cer						2A				EOG_VARKI_4E	
GSD:a4024824-8ebd-52bb-bd77-3d2bfc7428bb	GlcNAcβ1-4GlcNAc						2A				EOG_VARKI_4E	
GSD:b6520151-5833-5a29-8b9e-5366ad982946	GlcNAcβ1-4Man						2A				EOG_VARKI_4E	
GSD:6348b8f8-fc3a-5bf8-a237-9e1c4b573f2d	Glcα1-4Glc repeating unit						2A				EOG_VARKI_4E	
GSD:4f0d6449-4ecc-5890-be80-3712fd55caad	Glcα1-phosphate-Man	Glcα1-PO4-Man					2A				EOG_VARKI_4E	
GSD:51a57210-2ae6-5077-808c-5b752b914b6b	Glcβ1-3Fucα-O-						2A				EOG_VARKI_4E	
GSD:e76b7010-a089-42e3-8bff-14661528be9f	Hyalonuric acid hexasaccharide						2A				BIOOLIGO	
GSD:c4d827c7-d23b-4380-aa8c-06f3f6320d84	Hyalonuric acid tetrasaccharide						2A				BIOOLIGO	
GSD:e54c7fd2-9153-4ea2-ad24-bdcb1eebb13b	Hyaluronic acid hexasaccharide						2A				BIOOLIGO	
GSD:c7e0a3bf-3c8d-469c-8882-4690af15faf9	I-active ganglioside					NeuAca3-nLc6; NeuAca2-3i; NeuAc-G-10; NeuAca2-3I	2A	G03067VG; G28566CQ; G16194TN			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:6aa0e009-637d-4f8d-a196-4393b71a1b85	KDN-Gal						2A	G82612XX; G82625KX			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:acb6fa1f-9ffa-4722-b38b-6db59a8e5cb4	Man a1-2 Man a1-6 Man a1-6 (Man a1-2 Man a1-3) Man b1-4 GlcNAc b1-4 GlcNAc b						2A				BIOOLIGO	
GSD:30b5e6f6-24c2-4c15-982d-2acb659a473b	Man a1-3 (Man a1-6) Man						2A				BIOOLIGO	
GSD:7480c595-8fc8-5ffa-b750-26ae3fb65f8a	Manβ1-4Glc-ceramide	Manβ1-4Glc-Cer					2A				EOG_VARKI_4E	
GSD:d8fd1cf3-9f83-446c-b157-c0877660e89a	N-Acetyl-D-Lactosamine						2A				BIOOLIGO	
GSD:2f335a9a-d1b7-425b-b8e9-febb8a3d149d	Neu5Ac a2-3 Gal b1-4 Glc b						2A				BIOOLIGO	
GSD:a68c69d5-42ae-422c-8026-80544c7362ae	Neu5Ac a2-6 Gal b1-4 GlcNAc b1-4 Gal b1-4 GlcNAc						2A				BIOOLIGO	
GSD:6091d6c4-b373-42b6-993f-16a4c0ef5c1a	Neu5Ac(a2-3)Gal / monosialoganglioside						2A	G77824XV			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF	
GSD:af2ee6a2-de00-40fa-9f66-4ce83635c84a	Neu5Ac(a2-3)Gal(b1)						2A	G30207PZ			GLYCOEPITOPE; PUBDICT_GLYCOSMOS	
GSD:9ab8eddd-a433-4e31-9fe8-362e8dad2866	Neu5Ac(a2-3)Gal(b1-3)GalNAc						2A	G56299XO			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:2b866f56-b66d-4f25-a4a8-f2070ac73993	Neu5Ac(a2-3)Gal(b1-4)Glc						2A	G56516VH			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:c1c18924-390e-479a-b035-83c5cf1637d3	Neu5Ac(a2-3)Gal(b1-4)GlcNAc						2A	G10203DW			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:a1e1998f-4faf-4dcf-88ef-ff0bac79b07b	Neu5Ac(a2-6)Gal						2A	G44345UH; G63069TR			GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE	
GSD:85c522ed-d938-4fd4-be4a-ac6013251f2b	Neu5Ac(a2-6)GalNAc						2A	G08371CD			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:e3bb8793-cfce-421d-af27-6072ba1fa45a	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal						2A	G82775QT; G43195TR			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:688b8bbf-77c9-4e70-97a9-03ccc930568b	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc						2A	G93910CU			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:7bc8c2d4-60ec-458d-ac8f-f5c54da8475d	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc						2A	G81928IQ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:05a59d4a-d2ac-4332-ba03-79d3a8a36a0f	Neu5Ac(a2-8)Neu5Gc(a2-3)Gal						2A	G82974JM			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:0202b22a-81f2-4ed3-bed4-f8e2054d4e4d	Neu5Ac(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc						2A	G95233MF			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:a8f63969-319d-488e-9d6d-b32935d37303	Neu5Ac-Gal-(Fuc)-GlcNAc						2A				BIOOLIGO	
GSD:c0274743-a6e7-4d6e-b879-3ee4e80440d1	Neu5Ac-Gal-(Fuc)-GlcNAc-OMe						2A				BIOOLIGO	
GSD:74e6254f-22cd-420b-9ede-328ee335a133	Neu5Ac-Gal-(Neu5Ac)-deoxy-GalNAc						2A				BIOOLIGO	
GSD:37efc8b5-77e4-4d0d-9d1b-424997c0544d	Neu5Ac-Gal-(Neu5Ac)-GlcNAc						2A				BIOOLIGO	
GSD:473ec64b-303a-53b4-842b-2f8156bc19d1	Neu5Acα2-3Gal	Neu5Acα2–3Gal-					2A				EOG_VARKI_4E	
GSD:82b45b8a-b1d3-4c69-b617-5a2d7efb0b10	Neu5Gc(a2-3)Gal						2A	G53517XC			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; GLYCOEPITOPE	
GSD:acfc23b8-7b4e-4849-b06a-60617b58de81	Neu5Gc(a2-3)Gal / monosialoganglioside						2A	G53517XC			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF	
GSD:c98ca99f-9584-4c8a-af2e-721e5e35cf1d	Neu5Gc(a2-3)Gal(b1-4)Glc	Neu5Gcα2–3Galβ1–4Glc					2A	G32969VW			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCAN_MOTIF; GLYCOEPITOPE; PUBDICT_GLYCOSMOS; EOG_VARKI_4E	
GSD:5289175c-69ab-4ea4-992b-e8e46fdd36ff	Neu5Gc(a2-3)Gal(b1-4)GlcNAc						2A	G48236KP			PUBDICT_GLYCOSMOS; PUBDICT_GLYCAN_MOTIF; GLYCOEPITOPE; PUBDICTIONARIES-GLYCAN-IMAGE	
GSD:350db0df-1c83-4f3e-91c8-acc6718b7b01	Neu5Gc(a2-8)Neu5Ac(a2-3)Gal						2A	G61424BA; G55286YY			GLYCOEPITOPE; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCAN_MOTIF	
GSD:b914861a-c866-4af8-8289-f59c5df14919	Neu5Gc(a2-8)Neu5Gc(a2-3)Gal						2A	G16142UJ; G16775IT			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:352d7779-710f-403d-8d3d-b30eba33539a	NeuAca2-6I						2A	G37563FN			SUGARBIND	
GSD:51762dc7-587b-4ff8-b77f-5e0680055146	NeuAca3-nLc8						2A	G26036PN			SUGARBIND	
GSD:6570d5b9-de57-4054-a8a2-7480d0e44229	sialosyl paragloboside		S3P; Sial pg; S-3-PG			NeuAca3SPG; IV3(NeuAc)nLc4Cer; NeuAca2-3PG	2A	G50123ZO; G01767JJ; G00065MO; G98750DB	GSD000149	GlycoMotif:GGM.000081; GlycoMotif:GDV.000114; GlycoMotif:CCRC.000081	GSD_GLYGEN_V0; SUGARBIND; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:638c0dc7-a91a-4527-8655-1d090af5b400	Sialyl-3-lactose	Alpha 2-3 sialyllactose	3'SL				2A	G91237TK; G56516VH			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:617e2f3f-8304-4d9a-a5f4-12ac942ce840	Sialylparagloboside					NeuAca2-6PG; IV6(NeuAc)nLc4Cer	2A	G83513YI			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:96329dbf-4f65-50bc-899b-539e25568d12	Siaα2-3Galβ1-4GlcNAc						2A				EOG_VARKI_4E	
GSD:e04fcc39-8f52-5bae-8af2-bd7eafdf3b15	Siaα2-6Galβ1-4GlcNAc						2A				EOG_VARKI_4E	
GSD:693f7482-73a3-4f83-ac58-0ad8d25b2c74	Tk						2A				BIOOLIGO	
GSD:341d1909-eedf-5265-b3ee-cc78924c8a00	trehalose-6,6-dimycolate						2A				EOG_VARKI_4E	
GSD:88ff1b8f-bd93-5eb3-b4ae-8ba697b28122	α(1-3)-linked N-acetylgalactosamine	α(1-3)GalNAc					2A				EOG_VARKI_4E	
GSD:10dc47f9-89f6-59b5-aa58-22fd27d80b6e	α(1-6)-linked glucose branch						2A				EOG_VARKI_4E	
GSD:4f04d2b2-5470-477c-8d7c-f6c713aaa150	α(2-6)sialyl  lactotetraosylceramide						2A				PUBDICT_GLYCONAVI_NAME	
GSD:7a5bd3ed-8cf1-590b-a0d0-361864a820eb	α-linked polyglucose						2A				EOG_VARKI_4E	
GSD:7cf55d9d-bacd-51cb-8500-ef798d5c7e9b	α2-3 sialic acid branch	α2-3Sia branch					2A				EOG_VARKI_4E	
GSD:5bb8d8c8-c3d1-5fce-b193-1c59dd7fa899	α2-3 sialyllactosamine	α2-3sialyllactosamines					2A				EOG_VARKI_4E	
GSD:21c1d325-ee1a-45f2-8d78-2a695c39599a	α2-6-sialylated 6-sulfo-LacNAc	6-sialyl-6-sulfo LN					2A	G41145LF	GSD000002	GlycoMotif:GGM.000026	GSD_GLYGEN_V0	
GSD:e8b1df23-5a49-5fd5-ba6a-9e4701e140d1	β-(1,4)-mannuronate						2A				EOG_VARKI_4E	
GSD:ad1e80a4-92ce-5bc2-b892-ffbbfaff2a25	β-linked galactose	β-linked Gal					2A				EOG_VARKI_4E	
GSD:09f4cd98-a90c-5754-a796-8af8fcfd5b82	β-linked Kdo						2A				EOG_VARKI_4E	
GSD:a682ef18-7c67-5471-bd36-7a689b7f6114	β2-linked mannose polymer						2A				EOG_VARKI_4E	
GSD:444a9542-bd90-5bca-a8ea-78fc7b905dc4	β2-linked N-acetylglucosamine	β1-2GlcNAc					2A				EOG_VARKI_4E	
GSD:864352e3-4959-5d32-b9e3-b0973c89c4a1	β3-linked glucose	1-3-linked β-Glc					2A				EOG_VARKI_4E	
GSD:2f37ec04-7fb3-58c1-8f7b-4995e61eda24	β4-linked N-acetylgalactosamine	β1-4GalNAc					2A				EOG_VARKI_4E	An alternative is a chain composed of LacdiNAc glycan units [-3GalNAcβ1-4GlcNAcβ1-]n generated by the action of a β1-4GalNAc-transferase.
GSD:be8acfd3-8241-5bb3-8e7f-21348d2fbb17	β4-linked N-acetylglucosamine	β1-4GlcNAc					2A				EOG_VARKI_4E	This reaction is catalyzed by β1-4 galactosyltransferases (B4GALT1 to B4GALT6) and yields the Galβ1-4GlcNAc (N-acetyllactosamine) (more...) Terminal GlcNAc residues in N-glycans, O-glycans, and glycolipids may alternatively be modified by β1-3Gal (Figure 14.2) to generate a Type-1 unit composed of Galβ1-3GlcNAc.
GSD:165697ec-4d3c-5222-b659-a519d5f852b1	β6-linked galactose	1-6-linked β-Galp					2A				EOG_VARKI_4E	
GSD:59ad35d6-72e6-5621-84da-36ff79658b40	β6-linked glucose	1-6-linked β-Glc					2A				EOG_VARKI_4E	
GSD:787243fc-eea6-5ac3-b76f-ff0e45698791	β6-linked N-acetylglucosamine	β1-6GlcNAc					2A				EOG_VARKI_4E	
GSD:84015745-2413-4e06-a674-647911e52a22	3'GN type1						2B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:57a0ffc9-934e-4d95-9c82-299136253c88	3'SLN (Gc)						2B				PUBDICT_GLYCONAVI_NAME	
GSD:4c17a241-7246-403e-b11a-ad3133d67fae	3'STri-LN						2B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:372f09b0-ed13-4b3f-b9f8-68e2658942fb	6'S-Di-LN						2B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:7be36f14-0ba5-4075-b663-5f23550b601c	6'SLDN						2B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:a69f37c3-b004-42f7-a10f-0c83d60eea39	6'SLN						2B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:74af6ab3-7905-4314-b292-d301ea117e90	6'SLN (Gc)						2B				PUBDICT_GLYCONAVI_NAME	
GSD:aff73964-5aa3-4872-8fa1-e60732a50db1	9OAc3'SLN						2B				PUBDICT_GLYCONAVI_NAME	
GSD:095b3b63-f4e0-43d9-88b6-04efbfacb5d1	A-galactosylparagloboside	A-Galactosylparagloboside					2B	G60645OK			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:df3c0164-2cf1-43f0-ba5e-c7859d233dc2	alpha-oligomannoside				dimannoside		2B	G29313LW; G07490EK; G51379UR			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:0cc89d74-c0e0-4b39-b8c0-5ed616df7131	B6 type 1						2B	G63238VS			SUGARBIND	
GSD:5e28351b-8816-5e00-8aeb-cdc7a43e3eb9	branched N-glycan						2B				EOG_VARKI_4E	
GSD:12a331e1-df46-5810-a2c0-83a4675298ce	C-mannose	C-linked mannose					2B				EOG_VARKI_4E	
GSD:48427888-e55f-4eff-b5bb-8802704629ad	desialylated glycan						2B		GSD000055		GSD_GLYGEN_V0	
GSD:48b33e4c-bedf-5af1-ba2a-8730ba59a999	fucosylated glycan						2B				EOG_VARKI_4E	
GSD:513ef5dc-3e7b-5d21-9757-fd24642c2e46	fucosylated N-glycan						2B		GSD000076		EOG_VARKI_4E; GSD_GLYGEN_V0	
GSD:7851137b-b430-4937-9aa9-92db893cb499	Isomaltotriose						2B				PUBDICT_GLYCONAVI_NAME	
GSD:432b1525-f938-4df2-8bec-1beec025b19d	Lactosamine Like Structure						2B	G47428UI			PUBDICT_GLYCAN_MOTIF	
GSD:df536945-623e-4868-811d-b83f8afe5b06	Lactosediamine						2B				PUBDICT_GLYCONAVI_NAME	
GSD:dc08638c-1152-5e27-adb4-2e805b91dffc	Man-6-P-containing N-glycan						2B				EOG_VARKI_4E	
GSD:02ab6801-8a2e-476f-bd6e-c717aa215616	Manninotriose						2B				PUBDICT_GLYCONAVI_NAME	
GSD:19877723-8cc4-55e5-80fb-b478f3358924	mannose-terminated N-glycan						2B				EOG_VARKI_4E	
GSD:22503e9c-0090-4332-933c-185638f9f2b9	Melezitose						2B				PUBDICT_GLYCONAVI_NAME	
GSD:6d8d4be9-d746-5d48-9da6-ca1f0eb3b919	monoantennary N-glycan						2B				EOG_VARKI_4E	
GSD:9dbd00b1-daa1-5dd7-8643-cfc47dc7f67e	monoglucosylated N-glycan						2B				EOG_VARKI_4E	
GSD:c2c341af-933d-5fc8-9481-74150676c0bb	monosialylated ganglioside						2B				EOG_VARKI_4E	
GSD:23d26af4-50e5-471b-9fc8-64abacea97d5	monosialylated N-glycan						2B		GSD000123		GSD_GLYGEN_V0	
